Date,Open,High,Low,Close,Adj Close,Volume
2020-06-03,100.000000,101.449997,97.400002,98.750000,98.750000,90598067
2020-06-04,99.000000,101.400002,96.800003,98.500000,98.500000,72078707
2020-06-05,100.449997,112.449997,99.050003,110.750000,110.750000,187209208
2020-06-08,114.000000,119.150002,113.349998,115.449997,115.449997,136943010
2020-06-09,117.449997,117.900002,110.250000,111.449997,111.449997,79473751
2020-06-10,111.000000,113.000000,108.500000,111.400002,111.400002,84038431
2020-06-11,109.900002,111.150002,105.000000,106.150002,106.150002,55485897
2020-06-12,98.000000,106.250000,98.000000,105.300003,105.300003,92989560
2020-06-15,104.650002,104.650002,100.050003,100.500000,100.500000,69318356
2020-06-16,102.000000,103.500000,92.000000,94.750000,94.750000,215476711
2020-06-17,93.000000,96.400002,91.800003,95.400002,95.400002,110830038
2020-06-18,95.000000,97.199997,94.150002,96.349998,96.349998,58964344
2020-06-19,96.500000,103.900002,95.599998,102.500000,102.500000,135462757
2020-06-22,102.349998,104.900002,101.000000,102.650002,102.650002,68545834
2020-06-23,103.000000,106.000000,101.900002,104.400002,104.400002,68638552
2020-06-24,105.250000,110.800003,104.199997,104.800003,104.800003,125457492
2020-06-25,103.849998,106.300003,101.650002,103.800003,103.800003,63198285
2020-06-26,105.400002,106.050003,100.349998,101.400002,101.400002,56327855
2020-06-29,101.400002,101.400002,98.050003,99.449997,99.449997,43274006
2020-06-30,101.750000,102.300003,97.300003,98.250000,98.250000,50764363
2020-07-01,99.000000,101.449997,98.199997,100.750000,100.750000,50857376
2020-07-02,100.750000,102.949997,100.400002,101.550003,101.550003,48083736
2020-07-03,102.849998,106.349998,102.099998,103.449997,103.449997,87310642
2020-07-06,105.000000,109.900002,104.500000,109.000000,109.000000,91970198
2020-07-07,109.800003,112.599998,108.050003,109.050003,109.050003,85835716
2020-07-08,109.500000,110.849998,104.199997,105.349998,105.349998,55887256
2020-07-09,106.300003,108.949997,104.650002,106.949997,106.949997,54492650
2020-07-10,106.699997,108.599998,105.400002,107.599998,107.599998,64694173
2020-07-13,108.849998,112.099998,106.849998,108.000000,108.000000,81893001
2020-07-14,106.900002,107.550003,104.099998,105.150002,105.150002,46924623
2020-07-15,106.800003,106.800003,102.500000,103.199997,103.199997,49687046
2020-07-16,103.949997,103.949997,100.599998,102.949997,102.949997,44333785
2020-07-17,103.650002,106.949997,103.300003,106.400002,106.400002,42080157
2020-07-20,106.349998,106.349998,103.849998,105.050003,105.050003,39786731
2020-07-21,106.000000,109.699997,105.500000,108.449997,108.449997,66008143
2020-07-22,108.500000,109.750000,104.250000,105.150002,105.150002,50735592
2020-07-23,105.449997,106.449997,104.699997,106.050003,106.050003,30722413
2020-07-24,104.699997,105.500000,102.699997,103.750000,103.750000,39363520
2020-07-27,104.000000,104.500000,101.300003,101.699997,101.699997,29644533
2020-07-28,102.300003,107.199997,102.000000,106.449997,106.449997,64271161
2020-07-29,108.099998,108.750000,104.849998,105.750000,105.750000,44561639
2020-07-30,106.400002,106.750000,102.849998,103.650002,103.650002,33378340
2020-07-31,104.000000,105.400002,102.300003,104.650002,104.650002,33809018
2020-08-03,103.000000,114.400002,102.900002,113.050003,113.050003,194765344
2020-08-04,112.949997,115.099998,110.800003,111.449997,111.449997,95906477
2020-08-05,112.400002,117.650002,112.000000,115.400002,115.400002,99371050
2020-08-06,116.199997,117.699997,115.500000,116.800003,116.800003,60092530
2020-08-07,117.000000,119.699997,116.000000,119.099998,119.099998,56489390
2020-08-10,119.949997,124.699997,119.699997,123.849998,123.849998,71093810
2020-08-11,125.000000,125.800003,121.400002,122.300003,122.300003,50224665
2020-08-12,121.000000,126.400002,120.599998,125.349998,125.349998,50713617
2020-08-13,126.099998,131.899994,124.400002,131.149994,131.149994,95489249
2020-08-14,131.149994,132.649994,123.699997,124.599998,124.599998,75032834
2020-08-17,124.500000,126.250000,120.599998,123.550003,123.550003,61154250
2020-08-18,124.000000,127.500000,123.599998,125.599998,125.599998,62153763
2020-08-19,127.000000,127.599998,124.750000,125.150002,125.150002,45128613
2020-08-20,123.449997,125.650002,121.099998,121.699997,121.699997,43530882
2020-08-21,124.199997,124.199997,120.150002,120.900002,120.900002,48650204
2020-08-24,122.000000,123.000000,120.800003,121.199997,121.199997,31294253
2020-08-25,121.800003,128.350006,121.099998,127.099998,127.099998,90263366
2020-08-26,130.500000,139.000000,128.350006,137.899994,137.899994,197510376
2020-08-27,140.100006,146.850006,139.300003,144.250000,144.250000,181380747
2020-08-28,144.149994,146.199997,140.500000,142.800003,142.800003,95194825
2020-08-31,144.500000,147.949997,138.199997,143.199997,143.199997,160564488
2020-09-01,143.399994,145.149994,140.399994,143.800003,143.800003,58811543
2020-09-02,144.300003,151.649994,141.449997,150.300003,150.300003,74947929
2020-09-03,151.600006,155.199997,149.550003,151.850006,151.850006,110156350
2020-09-04,147.899994,153.649994,147.000000,147.800003,147.800003,95560889
2020-09-07,150.000000,152.000000,148.000000,149.399994,149.399994,82617101
2020-09-08,149.449997,149.600006,141.199997,142.300003,142.300003,76286731
2020-09-09,141.000000,141.750000,135.699997,140.100006,140.100006,105355010
2020-09-10,142.800003,144.500000,138.000000,143.300003,143.300003,79606504
2020-09-11,143.100006,146.800003,141.649994,144.300003,144.300003,65135339
2020-09-14,147.199997,151.100006,145.500000,148.550003,148.550003,84505930
2020-09-15,149.399994,149.399994,146.550003,148.399994,148.399994,42886817
2020-09-16,149.199997,154.300003,148.550003,151.449997,151.449997,85056501
2020-09-17,150.800003,151.000000,146.199997,147.649994,147.649994,48119360
2020-09-18,148.699997,150.500000,146.250000,147.899994,147.899994,46270863
2020-09-21,147.750000,147.750000,135.500000,137.449997,137.449997,64734493
2020-09-22,138.000000,138.149994,129.649994,133.100006,133.100006,87298020
2020-09-23,135.500000,136.699997,127.900002,131.399994,131.399994,74981613
2020-09-24,127.900002,128.800003,122.150002,122.800003,122.800003,62420957
2020-09-25,123.699997,128.350006,123.099998,127.250000,127.250000,65040759
2020-09-28,128.899994,134.300003,127.500000,132.850006,132.850006,61830817
2020-09-29,134.949997,136.000000,130.699997,131.699997,131.699997,63366932
2020-09-30,131.550003,134.399994,130.300003,133.300003,133.300003,48859088
2020-10-01,135.899994,136.500000,132.550003,133.500000,133.500000,40491744
2020-10-05,136.949997,137.500000,132.050003,133.899994,133.899994,55268322
2020-10-06,138.000000,145.800003,136.000000,144.750000,144.750000,161987221
2020-10-07,144.250000,144.500000,139.800003,141.000000,141.000000,68273641
2020-10-08,142.850006,143.500000,139.600006,140.949997,140.949997,40900948
2020-10-09,141.149994,142.649994,138.000000,138.449997,138.449997,37097190
2020-10-12,139.649994,139.649994,133.000000,135.899994,135.899994,39279109
2020-10-13,135.399994,137.100006,132.850006,134.100006,134.100006,38973506
2020-10-14,133.750000,134.649994,128.800003,130.699997,130.699997,45791440
2020-10-15,131.500000,134.350006,126.500000,126.949997,126.949997,64002864
2020-10-16,129.399994,130.050003,126.000000,127.750000,127.750000,62553775
2020-10-19,129.800003,130.399994,127.800003,128.250000,128.250000,33157664
2020-10-20,128.100006,130.300003,126.349998,129.649994,129.649994,27465829
2020-10-21,131.050003,133.100006,128.300003,130.250000,130.250000,39252663
2020-10-22,129.699997,134.600006,128.449997,133.500000,133.500000,48808592
2020-10-23,134.899994,138.899994,134.100006,137.000000,137.000000,68711352
2020-10-26,138.399994,140.800003,131.250000,133.699997,133.699997,88531579
2020-10-27,134.149994,136.750000,130.850006,135.649994,135.649994,56856159
2020-10-28,139.000000,143.250000,133.500000,134.800003,134.800003,152359338
2020-10-29,132.000000,133.000000,130.000000,131.899994,131.899994,66632704
2020-10-30,133.199997,134.500000,130.300003,132.649994,132.649994,51128530
2020-11-02,133.649994,134.000000,131.100006,132.850006,132.850006,40388690
2020-11-03,135.000000,137.399994,133.550003,134.100006,134.100006,52071476
2020-11-04,135.600006,137.000000,134.000000,135.899994,135.899994,44675934
2020-11-05,137.000000,138.000000,136.000000,137.649994,137.649994,38928602
2020-11-06,137.649994,142.300003,137.649994,139.000000,139.000000,67966815
2020-11-09,140.600006,141.500000,138.699997,141.000000,141.000000,40277460
2020-11-10,144.050003,146.699997,142.750000,146.000000,146.000000,68794369
2020-11-11,146.500000,151.500000,145.649994,150.949997,150.949997,78583629
2020-11-12,150.949997,153.850006,150.000000,151.199997,151.199997,56145517
2020-11-13,150.000000,150.000000,145.350006,146.350006,146.350006,32566537
2020-11-14,null,null,null,null,null,null
2020-11-17,152.500000,159.350006,152.199997,158.000000,158.000000,82644841
2020-11-18,158.850006,178.800003,158.550003,173.500000,173.500000,171801183
2020-11-19,171.399994,176.350006,166.550003,167.949997,167.949997,109449407
2020-11-20,170.050003,171.550003,165.550003,169.100006,169.100006,66935703
2020-11-23,169.500000,173.899994,165.550003,170.699997,170.699997,54566251
2020-11-24,171.850006,175.500000,171.100006,172.050003,172.050003,47695247
2020-11-25,175.000000,176.800003,169.250000,171.449997,171.449997,54366608
2020-11-26,171.600006,175.000000,171.050003,173.750000,173.750000,39094724
2020-11-27,174.649994,183.850006,174.649994,180.350006,180.350006,125926062
2020-12-01,182.350006,182.399994,178.100006,179.750000,179.750000,48881250
2020-12-02,184.000000,187.350006,181.100006,183.600006,183.600006,88107889
2020-12-03,185.000000,186.000000,183.250000,184.850006,184.850006,33332481
2020-12-04,186.500000,188.800003,182.199997,184.149994,184.149994,47995639
2020-12-07,184.449997,186.449997,182.699997,183.550003,183.550003,29802472
2020-12-08,184.949997,185.699997,178.949997,181.800003,181.800003,42143391
2020-12-09,183.000000,186.399994,181.649994,182.699997,182.699997,40300535
2020-12-10,182.699997,182.699997,176.399994,177.600006,177.600006,38368777
2020-12-11,177.949997,181.449997,176.500000,178.850006,178.850006,43065542
2020-12-14,181.000000,181.500000,176.699997,177.649994,177.649994,33186273
2020-12-15,176.449997,179.699997,173.250000,178.899994,178.899994,41190341
2020-12-16,181.000000,183.800003,180.100006,182.550003,182.550003,51259394
2020-12-17,184.000000,184.000000,180.649994,181.699997,181.699997,34101954
2020-12-18,180.899994,181.500000,176.649994,180.550003,180.550003,46065197
2020-12-21,176.000000,177.550003,162.500000,164.550003,164.550003,75582907
2020-12-22,164.550003,169.199997,156.699997,164.949997,164.949997,110009846
2020-12-23,165.000000,169.699997,163.399994,169.199997,169.199997,56930071
2020-12-24,172.000000,178.000000,172.000000,175.949997,175.949997,73831319
2020-12-28,179.850006,187.399994,179.000000,186.350006,186.350006,98012135
2020-12-29,187.899994,188.449997,181.100006,183.449997,183.449997,71318085
2020-12-30,183.100006,185.399994,180.399994,184.149994,184.149994,38576159
2020-12-31,184.850006,187.500000,182.800003,183.850006,183.850006,48978310
2021-01-01,184.949997,187.000000,184.500000,186.500000,186.500000,27334421
2021-01-04,191.800003,193.000000,188.750000,191.300003,191.300003,63980597
2021-01-05,187.100006,193.899994,185.050003,193.199997,193.199997,75752593
2021-01-06,194.449997,197.600006,190.649994,195.399994,195.399994,75621947
2021-01-07,197.000000,200.350006,195.100006,196.750000,196.750000,66024848
2021-01-08,198.750000,201.500000,197.100006,198.149994,198.149994,53991568
2021-01-11,199.899994,225.399994,199.649994,220.649994,220.649994,182483100
2021-01-12,227.000000,252.399994,224.100006,237.800003,237.800003,390577839
2021-01-13,242.899994,248.800003,238.399994,242.600006,242.600006,164649387
2021-01-14,242.850006,249.800003,238.600006,245.100006,245.100006,86819519
2021-01-15,246.000000,264.649994,242.600006,260.299988,260.299988,250038029
2021-01-18,261.649994,262.450012,241.149994,245.949997,245.949997,173383224
2021-01-19,251.500000,261.700012,251.300003,258.649994,258.649994,136861059
2021-01-20,260.000000,277.500000,258.850006,274.899994,274.899994,205145151
2021-01-21,281.000000,299.000000,280.000000,290.600006,290.600006,283614463
2021-01-22,295.950012,306.899994,278.350006,289.350006,289.350006,316008609
2021-01-25,296.899994,299.500000,277.350006,279.149994,279.149994,164346913
2021-01-27,274.899994,275.000000,265.700012,267.500000,267.500000,126586833
2021-01-28,260.049988,273.399994,259.049988,266.799988,266.799988,129156876
2021-01-29,273.000000,278.799988,260.600006,262.700012,262.700012,138442348
2021-02-01,269.750000,282.000000,255.350006,279.600006,279.600006,165655500
2021-02-02,293.600006,328.850006,290.399994,322.000000,322.000000,251965965
2021-02-03,339.200012,341.899994,326.200012,331.000000,331.000000,224190114
2021-02-04,329.000000,334.500000,322.450012,326.149994,326.149994,121033002
2021-02-05,327.600006,330.000000,312.600006,315.899994,315.899994,103512235
2021-02-08,318.750000,339.250000,318.000000,335.950012,335.950012,102123614
2021-02-09,337.000000,338.500000,322.200012,325.049988,325.049988,105981081
2021-02-10,326.000000,332.649994,319.500000,328.899994,328.899994,93466949
2021-02-11,326.450012,331.350006,323.399994,325.000000,325.000000,55257166
2021-02-12,326.399994,330.500000,321.250000,325.399994,325.399994,64093642
2021-02-15,329.899994,335.799988,324.000000,333.350006,333.350006,78680452
2021-02-16,335.450012,337.899994,327.500000,329.200012,329.200012,65943843
2021-02-17,326.899994,334.250000,325.450012,330.149994,330.149994,52150941
2021-02-18,331.500000,331.750000,321.100006,323.850006,323.850006,49204247
2021-02-19,321.950012,321.950012,301.399994,311.850006,311.850006,80274683
2021-02-22,312.450012,313.899994,302.149994,304.500000,304.500000,57723298
2021-02-23,308.500000,328.899994,308.500000,324.000000,324.000000,133310157
2021-02-24,325.000000,330.000000,316.500000,321.649994,321.649994,50821757
2021-02-25,325.350006,334.700012,323.250000,333.149994,333.149994,64514912
2021-02-26,323.000000,332.950012,318.850006,322.950012,322.950012,91901339
2021-03-01,330.000000,331.850006,322.700012,328.299988,328.299988,61190868
2021-03-02,331.100006,347.200012,326.450012,345.750000,345.750000,127708761
2021-03-03,348.649994,357.000000,346.500000,348.500000,348.500000,92006451
2021-03-04,339.000000,345.399994,337.299988,339.200012,339.200012,59863169
2021-03-05,333.000000,337.850006,319.700012,325.149994,325.149994,86738909
2021-03-08,331.750000,331.750000,318.799988,321.250000,321.250000,81925952
2021-03-09,325.000000,328.350006,309.600006,315.200012,315.200012,74702208
2021-03-10,319.500000,324.450012,316.700012,321.450012,321.450012,58643853
2021-03-12,325.049988,326.500000,314.149994,317.549988,317.549988,48360842
2021-03-15,320.000000,320.399994,310.049988,318.549988,318.549988,45081385
2021-03-16,321.000000,321.899994,315.100006,319.950012,319.950012,39267404
2021-03-17,318.600006,320.000000,304.000000,305.799988,305.799988,47262481
2021-03-18,311.000000,316.600006,299.750000,307.000000,307.000000,73731921
2021-03-19,303.500000,311.000000,290.200012,308.950012,308.950012,109932681
2021-03-22,306.450012,307.500000,300.100006,303.049988,303.049988,56385019
2021-03-23,305.000000,312.250000,304.000000,307.399994,307.399994,60240483
2021-03-24,303.549988,305.000000,293.200012,294.450012,294.450012,61523819
2021-03-25,294.000000,294.000000,282.250000,285.549988,285.549988,84528317
2021-03-26,290.500000,301.399994,290.500000,296.399994,296.399994,80924011
2021-03-30,300.500000,301.299988,292.700012,297.049988,297.049988,45257233
2021-03-31,299.000000,307.500000,297.500000,301.799988,301.799988,58569012
2021-04-01,306.750000,309.850006,303.049988,307.750000,307.750000,44088352
2021-04-05,306.799988,311.700012,297.200012,305.049988,305.049988,66178755
2021-04-06,306.149994,313.799988,304.799988,307.750000,307.750000,63031783
2021-04-07,306.750000,310.649994,305.100006,307.799988,307.799988,39073986
2021-04-08,307.899994,319.799988,307.500000,313.950012,313.950012,62459774
2021-04-09,313.200012,325.000000,312.500000,318.200012,318.200012,75462572
2021-04-12,307.850006,307.850006,282.899994,286.549988,286.549988,105342538
2021-04-13,287.250000,304.549988,280.549988,302.850006,302.850006,116874853
2021-04-15,303.000000,307.549988,296.500000,303.500000,303.500000,75262749
